Person,Payment Card Number,Bank_Account_Number,IFSC,UPI_ID
Miraan Bhatt,8122-2204-7203-5583,31237326459359,AHDC0000090,mahikabatta@upi
Parinaaz Datta,3531-1179-0790-5024,96765354892643,AHDC0000091,adara@upi
Prisha Date,5085-8227-3797-0248,564379657605664,AHDC0000092,madhavzacharia@upi
Divyansh Mand,6019-2289-1547-2495,145157233304881,AHDC0000093,nirvi30@upi
Onkar Yohannan,5087-4146-5923-9436,317426183172520,AHDC0000094,ranbir15@upi
Yasmin Karpe,8195-4323-9072-2463,37667946913878,AHDC0000095,evakar@upi
Myra Chaudhary,6517-4151-1634-7629,1852472511150850,AHDC0000096,umang57@upi
Ranbir Kulkarni,8250-4075-0490-8689,1889732003207200,AHDC0000097,boasedhruv@upi
Zeeshan Garde,8142-6275-4923-1217,67841467552360,AHDC0000098,hrao@upi
Taran Baral,6085-7228-0104-8152,2219671066407540,AHDC0000099,esekhon@upi
Ojas Bakshi,3565-7275-0075-0475,923467254412525,AHDC00000SC,adah07@upi
Anahi Shah,3563-2132-3818-0196,236469576014152,AHDC0000100,vidur92@upi
Azad Chowdhury,6084-5285-3837-1168,6268881074263580,AHDC0000101,iiyer@upi
Jivin Batra,8118-2245-5514-7576,3238858775862240,AHDC0000102,mehulvora@upi
Anahi Lata,8191-8001-1689-4259,39122427426469,AHDC0000103,shanaya93@upi
Vidur Karpe,3560-3055-2492-6366,233938018563690,AHDC0000104,vidurboase@upi
Vritika Manda,6040-8112-8713-8449,81783205375785,AHDC0000105,heer87@upi
Neysa Mani,5082-3844-5876-0673,37512713530132,AHDC0000106,dugarjivin@upi
Kaira Sengupta,3533-7647-6543-3967,4567885521056880,AHDC0000107,raunak65@upi
Jiya Chandran,6081-5894-9375-1375,524978510287632,AHDC0000108,dyadav@upi
Ira Dugar,8153-4762-7818-0831,79444013317891,AHDC0000109,rajarnav@upi
Ela Bala,8245-8344-5313-0510,938138801650924,AHDC0000110,anandabram@upi
Vanya Gill,6039-0637-0304-9353,81987349438397,AHDC0000112,dchar@upi
Aayush Luthra,5086-3131-1989-6374,99799659280573,AHDC0000113,lavanya79@upi
Yuvaan Gopal,8241-5742-1823-1955,489364212181916,AHDC0000114,pjain@upi
Nehmat Shan,8109-8818-3182-9557,95357499672409,AHDC0000115,aliamaster@upi
Veer Sani,3566-0381-7902-9772,28741442477752,AHDC0000116,onkar16@upi
Anya Seth,5083-0509-4892-1238,224784459482178,AHDC0000117,aniruddhsarna@upi
Divyansh Dua,3567-7948-0730-7886,73286036740179,AHDC0000118,zainasaxena@upi
Adah Bose,5084-1401-5033-2247,252499641669582,AHDC0000119,arau@upi
Mohanlal Kakar,5088-5041-8626-9143,41122380533205,AHDC0000120,dharmajandubey@upi
Indrans Talwar,5084-6839-6927-7905,8421592856675200,AHDC0000121,sankaranelakshi@upi
Damini Mall,8105-4896-8249-6346,8582774569595340,AHDC0000122,mangatfaiyaz@upi
Divit Chand,5085-0776-3789-2717,94824528411267,AHDC0000123,chandaarmaan@upi
Shayak Kunda,3564-7658-7364-1344,5766122960114580,AHDC0000124,raghavdoshi@upi
Sumer Chander,3560-2946-3486-0782,6687473618236040,AHDC0000125,charvichaudry@upi
Trisha Uppal,3537-4286-7430-6179,384299979932211,AHDC0000126,mallshamik@upi
Armaan Sahota,8257-9374-3322-4470,588461629768143,AHDC0000127,romil08@upi
Riaan Cherian,5080-0745-0985-8327,1243401137404160,AHDC0000128,jchakrabarti@upi
Amani Zacharia,5089-9970-0972-9054,191154151623167,AHDC0000129,gokul62@upi
Saira Goel,8238-8896-2968-2470,8575833847461730,AHDC0000130,nitaramane@upi
Jivika Balasubramanian,8240-6040-9906-5254,17216416139864,AHDC0000131,lsant@upi
Khushi Chad,6071-4766-5743-1527,24651070896218,AHDC0000132,subramanianlakshit@upi
Saira Swamy,5088-1628-8784-0892,334441044805658,AHDC0000133,devanshgarde@upi
Oorja Batta,8172-8556-8299-5685,31562309669480,AHDC0000134,ivenkatesh@upi
Reyansh Gupta,8251-2153-9847-8894,1864863454411320,AHDC0000135,nirvaanchacko@upi
Vidur Batta,6084-7803-3079-0398,8225525392018350,AHDC0000136,deepsara@upi
Shlok Maharaj,6049-2536-1301-0581,933657207603530,AHDC0000137,dubesana@upi
Himmat Chauhan,3539-1844-9389-7371,763925973837857,AHDC0000138,raniamall@upi
Faiyaz Subramanian,3538-6938-3460-4313,3372257046926770,AHDC0000139,karidiya@upi
Hridaan Goswami,8131-8859-2112-8210,229945246184689,AHDC0000140,adas@upi
Eshani Saran,8188-5526-3562-2043,824885374505250,AHDC0000141,darsamarth@upi
Taran Malhotra,3563-5805-8443-8687,816427712700547,AHDC0000142,dinshaan@upi
Krish Kashyap,6038-6985-3116-0376,46487269510434,AHDC0000143,nitya50@upi
Tara Gaba,6024-3208-7310-1423,67924946097344,AHDC0000144,vedikasankar@upi
Ayesha Krish,6053-8219-6771-0411,31571705587550,AHDC0000145,choudhrykimaya@upi
Advik Divan,3569-0401-7235-4253,98164671938275,AHDC0000146,hunar06@upi
Sana Kibe,3539-4073-8564-9380,94559238796426,AHDC0000147,rania08@upi
Charvi Goyal,6570-3703-4550-5915,49335208799359,AHDC0000148,wdoshi@upi
Jayan Kara,8211-9892-1255-5751,5217551599791580,AHDC0000149,ranganathanryan@upi
Gokul Raja,6555-2789-4458-2467,373260856026082,AHDC0000150,cheemaromil@upi
Nishith Mallick,8246-3587-4361-8760,569576130418997,AHDC0000151,fcherian@upi
Jayant Divan,6003-5232-8138-6404,544581234402280,AHDC0000152,ochoudhry@upi
Nitara Wable,8237-6302-1771-9691,86374841734506,AHDC0000153,rania64@upi
Kismat Bansal,8173-5496-9053-3658,4289185173415100,AHDC0000154,reyanshsoni@upi
Umang Chana,8246-5624-3051-7975,219431188788449,AHDC0000155,fswamy@upi
Zara Srinivas,3538-9344-7021-3260,19483074719106,AHDC0000156,dayalarnav@upi
Tarini Rau,3569-0460-6385-5811,883850416205507,AHDC0000157,raghavbains@upi
Prisha Sama,5083-2082-4117-2095,789668326540886,AHDC0000158,hsarin@upi
Indrajit Chaudry,8187-6763-0268-0231,84218306077483,AHDC0000159,johalishaan@upi
Advik Shah,5080-3584-2016-2434,667740874212825,AHDC0000160,bhatnagardamini@upi
Aniruddh Walla,8276-0427-5907-7219,269647369967996,AHDC0000161,anahivala@upi
Hunar Luthra,8286-2617-4373-9100,754113179501008,AHDC0000162,sarabalasubramanian@upi
Samar Suresh,6060-2288-8578-0537,7842881436222150,AHDC0000163,myradate@upi
Misha Sankar,5083-5012-4030-8367,11133751827579,AHDC0000164,advikbatta@upi
Madhup Dara,3539-0473-4051-0804,7829698418426020,AHDC0000165,adoshi@upi
Aaina Dyal,3564-0168-7698-6876,832519695354817,AHDC0000166,darshittripathi@upi
Piya Jani,6526-6647-2368-6775,61483896768045,AHDC0000167,golemahika@upi
Hiran Devi,3532-6794-5184-8131,1199691276561620,AHDC0000168,zbanerjee@upi
Adah Bakshi,3536-9036-9291-6465,6794936547612390,AHDC0000169,hridaan27@upi
Samaira Badami,3562-2351-1036-6644,3674924711637190,AHDC0000170,oissac@upi
Raunak Chaudhary,3566-1327-9451-9182,5798515378851820,AHDC0000171,akarsh25@upi
Piya Kumer,8129-2151-7108-7813,91774240949266,AHDC0000172,walialia@upi
Mahika Dyal,3561-6512-0716-8977,82416617952952,AHDC0000173,aaryahi17@upi
Reyansh Majumdar,3537-1912-9167-1439,29763068802587,AHDC0000174,cyogi@upi
Dishani Ramakrishnan,6597-4009-8886-8582,25274343206605,AHDC0000175,kartik09@upi
Gatik Guha,8260-9688-4347-2834,326573386527457,AHDC0000176,arhaan21@upi
Dhruv Singh,3568-5484-3822-1737,54987151172716,AHDC0000177,nirvaanbhardwaj@upi
Tara Madan,3565-2161-7098-2444,85676465953965,AHDC0000178,kotharianika@upi
Seher Bhakta,5089-3228-5776-9237,5164618449976490,AHDC0000179,deviazad@upi
Parinaaz Kale,6055-0500-6327-4225,8985490947390540,AHDC0000180,purab14@upi
Alia Acharya,5080-0429-9512-7747,826717309967034,AHDC0000181,misha37@upi
Elakshi Gola,6562-6833-4965-1448,1136991308111330,AHDC0000182,biju46@upi
Dhruv Buch,5088-0103-4744-0789,23773695516742,AHDC0000183,kotharijivin@upi
Bhamini Chatterjee,8249-9190-7274-1247,43665370929337,AHDC0000184,mehul48@upi
Samar Ramanathan,5087-4107-9183-9653,85461754619607,AHDC0000185,akamdar@upi
Mohanlal Tak,3532-0869-3848-1736,39942723637568,AHDC0000186,rajagopalanmisha@upi
Indrajit Mannan,5086-8999-7668-1412,34422667819147,AHDC0000187,jgole@upi
Nirvi Srinivasan,5089-5570-2310-1985,213391455899220,AHDC0000188,yohannandivij@upi
Gatik Sule,8105-0150-4090-6609,383987391120564,AHDC0000189,darshit32@upi
Dharmajan Wagle,6026-0647-0874-2872,9299762775424280,AHDC0000190,ivana56@upi
Navya Vig,3532-4953-1327-3222,123740058558342,AHDC0000191,vihaanvarty@upi
Aradhya Bains,3563-7034-8097-5038,8164957303395620,AHDC0000192,vardaniya13@upi
Baiju Sinha,6050-0564-3875-7732,79119082403382,AHDC0000193,ywalla@upi
Uthkarsh Dada,6036-7799-2106-5383,386572537770647,AHDC0000194,jayan56@upi
Lakshit Garde,6536-9067-5002-4018,9777757915651300,AHDC0000195,kakarpriyansh@upi
Vaibhav Sandal,3534-5029-2468-2895,891421557836832,AHDC0000196,priyansh80@upi
Kabir Krishna,3534-5195-4587-3547,12778368164884,AHDC0000197,nitarasura@upi
Aarna Kala,8107-1592-1531-0144,639298244683315,AHDC0000198,kismat57@upi
Shlok Jani,8143-8062-1462-7458,7449674356807200,AHDC0000199,ayesha50@upi
Hazel Bhattacharyya,8196-0386-1104-5102,23247206173426,AHDC0000200,adirakalita@upi
Kanav Kala,5084-1579-1954-5000,7494957780104690,AHDC0000201,nishith66@upi
Drishya Boase,3537-1561-0820-5903,36921657755784,AHDC0000202,jayant61@upi
Ranbir Lata,3566-1045-0008-5790,9272365112125820,AHDC0000203,agarwalyashvi@upi
Priyansh Dar,3532-4704-7787-1566,46987712587873,AHDC0000204,rania73@upi
Gatik Bakshi,5087-9653-2579-1712,2955716812336030,AHDC0000205,ptaneja@upi
Indrans Shetty,3534-7901-6294-0741,599897553799060,AHDC0000206,pkhanna@upi
Mohanlal Agate,5084-8747-5197-9952,135937347558750,AHDC0000207,fgarg@upi
Badal Sani,6094-4193-8328-4839,96887077793651,AHDC0000208,jivika76@upi
Shalv Cheema,6045-6671-7689-8666,4665975938409980,AHDC0000209,vagate@upi
Tiya Behl,5083-2633-5517-1003,191684218599821,AHDC0000210,kavya54@upi
Ayesha Batra,8284-5657-3867-0670,517134624947317,AHDC0000211,zararamesh@upi
Abram Kurian,3560-3829-7746-9376,71644128639407,AHDC0000212,joshifateh@upi
Hansh Brahmbhatt,3567-0256-0263-5431,1352753985562760,AHDC0000213,ldutta@upi
Amani Bumb,8131-0360-1554-5048,67286357209689,AHDC0000214,elamannan@upi
Priyansh Chatterjee,8266-4421-0089-5685,9961939985717750,AHDC0000215,ozachariah@upi
Misha Apte,3536-4725-0299-8105,658448537459562,AHDC0000216,dubeyneysa@upi
Ishita Chokshi,3568-6993-5062-1626,452153518472590,AHDC0000217,prama@upi
Prerak Deep,8139-6474-4419-2038,378838005437356,AHDC0000218,agarwalbadal@upi
Anahi Mann,3564-0868-8386-8193,938543512939629,AHDC0000219,ivansibal@upi
Dhruv Balasubramanian,8264-7049-4761-0177,552833627601701,AHDC0000220,ybarman@upi
Dishani Ramaswamy,8281-8350-0377-0213,43275434571528,AHDC0000221,daraishaan@upi
Amira Ramaswamy,8154-0823-3018-8405,8726891572035550,AHDC0000222,madhav39@upi
Seher Chada,8244-6977-6306-5697,6922873429980950,AHDC0000223,hunar59@upi
Ela Bakshi,5082-6528-0368-3083,783263075134421,AHDC0000224,jayantsoman@upi
Raghav Borde,3535-3782-7587-8856,76239884576170,AHDC0000225,zsen@upi
Emir Hegde,6523-3925-8593-1203,8973922704603380,AHDC0000226,frajagopal@upi
Jayesh Tara,6557-6398-0826-0342,13612445465998,AHDC0000227,ydeo@upi
Sana Kalita,8207-5353-7281-0381,3643516298188570,AHDC0000228,vdhawan@upi
Aarush Koshy,3530-7178-2365-0330,4979851042697980,AHDC0000230,pranaylanka@upi
Faiyaz Devi,8170-0541-6703-5066,1545102622277290,AHDC0000231,rbose@upi
Jivika Chandra,6586-5814-6603-3550,82356141045122,AHDC0000232,uthkarsh04@upi
Nayantara Lalla,8243-7385-2434-9839,89261257644166,AHDC0000233,emirmanne@upi
Hazel Hans,6003-2368-8984-7947,5729887809929110,AHDC0000234,kkashyap@upi
Mehul Shetty,5086-5100-1344-2961,266169446212363,AHDC0000235,kiara56@upi
Himmat Bhatti,5089-7126-9293-8668,58587721324173,AHDC0000237,dishaniahuja@upi
Divij Chowdhury,6584-3060-2290-9487,475646528682527,AHDC0000239,dhanuk21@upi
Dharmajan Gandhi,6550-9108-3985-8892,27737678901721,AHDC0000240,emir12@upi
Mahika Gaba,8260-2991-6151-0801,44978651601483,AHDC0000241,alisha48@upi
Umang Saxena,3569-8325-7983-9252,5264782729181620,AHDC0000242,arnavdhar@upi
Aarav Bhavsar,3538-7824-4926-7648,198535184583591,AHDC0000243,biju13@upi
Dishani Badami,5089-5529-2808-1812,4781924520293440,AHDC0000244,ygolla@upi
Adah Ganesan,5081-8877-0647-5895,54765493455047,AHDC0000245,hmahal@upi
Eva Kaur,5083-7731-9489-7725,5974948883715120,AHDC0000246,ochandran@upi
Bhamini Bassi,3533-3805-1040-0563,41536703075871,AHDC0000247,shankardharmajan@upi
Nitara Khanna,6030-0289-7151-0104,473357395575355,AHDC0000248,tiwarireyansh@upi
Jayan Amble,3568-3475-2248-2606,322898217090997,AHDC0000249,rayanay@upi
Tarini Bhatia,6535-0178-3086-2418,759220987851043,AHDC0000250,kgill@upi
Rhea Ray,5087-1722-2445-2856,237396727081628,AHDC0000251,lkalla@upi
Riaan Shankar,6062-5585-6468-1863,9512149279361430,AHDC0000252,vmahajan@upi
Hazel Dhar,3530-8663-7333-3035,6834358338035520,AHDC0000254,zeeshan58@upi
Nitya Hayer,3561-0969-0583-4076,29681982462280,AHDC0000255,riya95@upi
Mannat Dara,3531-7969-8689-5097,411210363505796,AHDC0000256,paribalan@upi
Navya Sanghvi,8166-2643-9547-9301,1429392370692860,AHDC0000257,tanyadhar@upi
Arhaan Vaidya,6079-4237-0950-9597,67663360750191,AHDC0000258,nehmat03@upi
Rhea Koshy,6576-9138-6683-5502,2412298865577210,AHDC0000259,rbaria@upi
Hridaan Gulati,6559-5506-4845-0571,99633220927216,AHDC0000260,heergara@upi
Himmat Dube,8141-7256-1546-3374,37361531150815,AHDC0000261,rattiishaan@upi
Sahil Aggarwal,5080-4023-7316-3187,324251208451265,AHDC0000262,pari65@upi
Aarna Bhardwaj,5083-4278-5678-9940,2868482109882060,AHDC0000263,shalv75@upi
Shayak Shanker,5084-0804-0291-7793,26314345983620,AHDC0000264,idevi@upi
Tejas Jani,5081-8575-9915-7033,6743825145009550,AHDC0000266,jayanshan@upi
Taran Kant,3534-8275-1283-9973,175512393655512,AHDC0000267,gchawla@upi
Manikya Sachdev,3567-1423-2005-3621,196430939066330,AHDC0000268,frege@upi
Khushi Vala,6594-8000-3314-2474,22712271072178,AHDC0000269,umangray@upi
Faiyaz Shetty,3531-3013-3706-5084,626767394134545,AHDC0000270,rlanka@upi
Shray Thaker,6592-7825-4930-8082,6686441156605130,AHDC0000271,wacharya@upi
Heer Dugar,6597-4249-0760-6873,12264941833591,AHDC0000272,vritikakannan@upi
Manikya Manda,6049-4052-9818-0879,166596353248334,AHDC0000273,nirvibuch@upi
Zain Deshmukh,5087-3443-8513-0205,8231124616342850,AHDC0000274,barialakshit@upi
Aaina Krishna,5083-1648-1888-7294,4519920105329520,AHDC0000275,ckeer@upi
Piya Chauhan,6591-6660-1965-9895,8376211626220760,AHDC0000276,shankerveer@upi
Kismat Goyal,5083-8407-0982-9046,38127656608065,AHDC0000277,neysabal@upi
Parinaaz Balan,8190-6718-9039-5222,7467521057977310,AHDC0000278,armaan14@upi
Tejas Balay,5085-2462-9951-8379,95973571367391,AHDC0000279,hiran47@upi
Baiju Shankar,8206-9936-2963-3547,696665308180064,AHDC0000280,flala@upi
Vritika Chand,8251-6377-7893-8074,248254399730158,AHDC0000281,bhattacharyyaprisha@upi
Akarsh Taneja,6024869822032020,73514934649736,AHDC0000282,farhanmahajan@upi
Darshit Ravel,3560907288153340,61675393397635,AHDC0000283,navyatripathi@upi
Kiaan Dugal,6081663785986790,12234847713194,AHDC0000284,rajhunar@upi
Anika Bala,8121311897086140,63961608433321,AHDC0000285,phegde@upi
Faiyaz Lad,5086028649728430,75433827283448,AHDC0000286,aarav99@upi
Eshani Din,6584284202784640,67923359105876,AHDC0000287,ladamani@upi
Oorja Kibe,5080554966299790,874369102309133,AHDC0000288,jrau@upi
Aaryahi Sangha,8205456130193770,78352186741320,AHDC0000289,jiya04@upi
Kavya Deep,3569488348366040,7154749502209150,AHDC0000290,raniasahni@upi
Ehsaan Saran,8149745176570390,981115415670301,AHDC0000292,jivinvarughese@upi
Madhup Basak,6081942354611930,948889129957365,AHDC0000293,sahil36@upi
Aarna Bhatti,3530816673470850,993459937940341,AHDC0000294,drishyashetty@upi
Keya Bansal,3561091613872260,38696148955742,AHDC0000295,rheachowdhury@upi
Anahita Deep,8292621559477770,491920636026137,AHDC0000296,nsolanki@upi
Jayan Sekhon,8128632894642340,698339991957748,AHDC0000297,darshit99@upi
Advik Ganesan,3561042332567270,4521836615564540,AHDC0000298,janiheer@upi
Krish Ahluwalia,8241924957143740,8839325874615890,AIRP0000001,adahsem@upi
Priyansh Ratti,6562870239074440,67629780261214,AIRP00000SC,sarannitya@upi
Rohan Singhal,3533333788847800,826938544503028,AJAR0000001,sahotamyra@upi
Yakshit Contractor,8144136359356760,882449505161117,AJAR0000002,purabchandra@upi
Indrans Devi,6561005818388130,67788702783878,AJAR0000003,krishnamurthyveer@upi
Devansh Dass,8158593722265380,797366683451813,AJAR0000004,balijayesh@upi
Divij Wable,6078713005413670,83225291610407,AJAR0000005,tanyakaran@upi
Shalv Edwin,8260701172806040,1822842742609330,AJAR0000006,mannat97@upi
Neelofar Din,8288274592629580,2539965032421700,AJAR0000007,vardaniya01@upi
Pihu Savant,8279199451073830,2924257761182430,AJAR0000008,rajauthkarsh@upi
Mannat Basu,5088946992922350,683566292242999,AJAR0000009,boasekashvi@upi
Romil Suri,6026349021689430,399568179168168,AJAR0000010,vbose@upi
Amani Srivastava,5088408988992590,118780380097650,AJAR0000011,bbalan@upi
Hrishita Srinivas,3531820554882280,328321971108390,AJAR0000012,bhaminidhingra@upi
Yakshit Ganesan,5086410667451840,7789190433642660,AJAR0000013,stuvanray@upi
Lakshay Kalita,3569232231094350,3112855380485450,AJAR0000014,barmandharmajan@upi
Sara Sant,8201575719792130,469719951833368,AJAR0000015,kalitatushar@upi
Nayantara Rege,3562798020964940,76862193794791,AJAR0000016,royakarsh@upi
Himmat Subramaniam,3538599775081000,58467300479763,AJAR0000017,adiravala@upi
Tara Taneja,3561181008125000,3398794038487720,AJAR0000018,saanvi90@upi
Myra Majumdar,3569877679417340,4445945333244030,AJAR0000019,dsaxena@upi
Madhup Solanki,5085179982447370,62422074102090,AJAR0000020,amblefarhan@upi
Umang Viswanathan,8198809865888650,998587718497439,AJAR0000021,jayanzacharia@upi
Devansh Bhandari,5087713391087460,724238246685579,AJAR0000022,arhaanjha@upi
Mehul Mander,6544256582131910,4667556525214970,AJAR0000023,raviarmaan@upi
Madhav Dyal,6072317575787520,695910750262908,AJAR0000024,veerdeshpande@upi
Seher Sachdeva,6551214950145910,84898382373864,AJAR0000025,dcheema@upi
Miraan Mannan,5087188081229630,131283513873276,AJAR0000026,madhavtoor@upi
Jivin Rout,6506280539026630,987252358065674,AJAR0000027,magarhimmat@upi
Samar Roy,6547337576930540,1417895284136900,AJAR0000028,wbalan@upi
Misha Raja,8277565217607310,6399768349573440,AJAR0000029,shray39@upi
Nirvaan Sant,6584237766352960,1925240666324550,AJAR0000030,varmahansh@upi
Bhavin Virk,6560857932575510,272764936586721,AJAR0000031,vaibhavsetty@upi
Divij Kant,8216693173091810,83213406056900,AJAR0000032,stuvan22@upi
Ela Wason,5089889690071460,12582614509382,AJAR0000033,ojas58@upi
Lakshay Banerjee,5085107858295580,65556582550671,AJAR0000099,magarsara@upi
Adah Ravi,3533420633086280,96192156896510,AJAR00000SC,szacharia@upi
Manikya Keer,5089072124010220,2889868227769020,AJHC0000001,kmani@upi
Jhanvi Bala,5082614008344950,2523550330768900,AJHC0001002,pihuchadha@upi
Mehul Sahota,6046004378691030,6526474026837000,AJHC0001003,ivan15@upi
Hrishita Sani,8263898133841510,41333810280801,AJHC0001004,lallkaira@upi
Tarini Majumdar,3560180886587130,9426372677545600,AJHC0001005,yray@upi
Purab Rama,8187020955347180,4221548285148360,AJHC0001006,iyengararmaan@upi
Madhup Dasgupta,8250036303155310,4668433255599090,AJHC0001007,ahana-92@upi
Lakshit Bhatia,8143190322952830,958985863139561,AJHC0001008,taimurbutala@upi
Keya Zachariah,5080721644904540,29367774269531,AJHC0001009,bhaminiraman@upi
Indrajit Bedi,3531653157469320,2861143281891250,AJHC0001010,ysheth@upi
Armaan Bahl,3565793125206730,4777886794879340,AJHC0001011,dharmajan73@upi
Aradhya Kapur,5085941056402300,315536638186528,AJHC0001012,chowdhurykrish@upi
Emir Shroff,6595059232210930,584548559875907,AJHC0001013,vagarwal@upi
Kabir Sawhney,5088536867165230,8244939267237590,AJHC0001014,ehsaandeshmukh@upi
Aniruddh Bains,3565377286701510,5125193496247000,AJHC0001015,akhosla@upi
Vidur Sarma,6037696494838040,77789079604463,AJHC0001016,zchokshi@upi
Pari Chauhan,6595248897454520,28795166807808,AJHC0001017,kahuja@upi
Krish Atwal,6025045128527800,3393298548509470,AJHC0001018,mallyuvraj@upi
Jayan Reddy,6524285145783260,89119459426513,AJHC0001099,choudhuryvanya@upi
Stuvan Bajwa,5080085179100340,443527486815896,AJHC0002001,adirabath@upi
Saksham Ramaswamy,6054583466314010,699886477869858,AKJB0000001,sganesh@upi
Advika Ahluwalia,5085049890157590,884267114402216,AKJB0000002,maniarhaan@upi
Zaina Sinha,5080336067487960,1592161666664750,AKJB0000003,samar55@upi
Vedika Sachdev,8159722159398410,86267363643540,AKJB0000004,suhanazachariah@upi
Bhamini Kala,3535615064283160,35168910707915,AKJB0000005,pkapur@upi
Ehsaan Sethi,5086662941787800,559842201761586,AKJB0000006,kiaanramesh@upi
Kanav Tak,5080252366427960,721275387513047,AKJB0000007,sherejayan@upi
Sara Majumdar,3530096226567760,94131323389325,AKJB0000008,zaina22@upi
Romil Rana,6556782976244660,46311349493575,AKJB0000009,yuvaan35@upi
Aaina Sidhu,8120509205226590,44736757011066,AKJB0000010,viduramble@upi
Arhaan Chandran,8135583240035280,6217329680756790,AKJB0000011,lallaanika@upi
Charvi Bal,6508512694973290,945785413064743,AKJB0000012,ychander@upi
Keya Dhawan,8206418445917010,163635990745507,AKJB0000013,qdash@upi
Hridaan Thakkar,8257179294538210,67519595573626,AKJB0000014,vritika55@upi
Nirvaan Apte,8248319228233760,515976172812351,AKJB0000015,ayesha01@upi
Yuvraj  Wali,8161307836597930,21298814875251,AKJB0000016,bainsadira@upi
Nakul Sem,8192855974166820,47489616417632,AKJB0000017,aayushsrivastava@upi
Hazel Tripathi,3568622302757730,514170762817921,AKJB0000018,umanggaba@upi
Shray Setty,3538154584461970,767242346672266,AKJB0000019,gsarin@upi
Rati Magar,6065798208096950,742316402438464,AKJB0000020,lakshit36@upi
